관광지명(소재지역),위도,경도,주소
송곡서원,36.72700146,126.4121797,충남 서산시 인지면 애정리 495
송덕암(서산),36.68518245,126.5799257,충남 서산시 해미면 대곡리 603
안견기념관,36.864033,126.4385351,충남 서산시 지곡면 화천리 291-15
왕산포구,36.87318334,126.3662704,충남 서산시 지곡면 중왕리
웅도,36.92386071,126.3786456,충남 서산시 대산읍 웅도리
일락사(서산),36.72809575,126.5887463,충남 서산시 해미면 황락리 1
정순왕후생가,36.74089357,126.5190761,충남 서산시 음암면 유계리 464
주벅배전망대,36.84211704,126.3161216,충남 서산시 팔봉면
죽사(서산),36.79318439,126.4126155,충남 서산시 인지면 성리 산 37-1
천장사(서산),36.66988455,126.5717132,충남 서산시 고북면 장요리 1
팔봉산(서산),36.80981079,126.3715861,충남 서산시 팔봉면 양길리 산 126
해미향교,36.7209712,126.5502872,충남 서산시 해미면 오학리 226
갈목해변,36.07610299,126.6311296,충남 서천군 마서면 송석리
국립생태원(서천),36.03621436,126.7186409,충남 서천군 마서면 덕암리 725
국립희리산해송자연휴양림,36.11262707,126.6641457,충남 서천군 종천면 산천리 산 35-1
금강생태공원(서천생태공원),36.0284037,126.750085,충남 서천군 마서면 도삼리 751-1
다사항,36.09635823,126.6126994,충남 서천군 비인면 다사리
띠섬목해변,36.13530815,126.5554923,충남 서천군 서면 월호리
마량포구,36.13535627,126.5026359,충남 서천군 서면 마량리 344
문헌서원(서천),36.09169946,126.7855556,충남 서천군 기산면 영모리 10
봉서사(서천),36.08791974,126.7932438,충남 서천군 한산면 호암리 산 4-2
봉선저수지,36.13872044,126.7777094,충남 서천군 시초면 후암리 33-1
비인해수욕장,36.12848146,126.5911504,충남 서천군 비인면 선도리
서천마량리동백나무숲,36.13679781,126.4939387,충남 서천군 서면 마량리 313-4
서천식물예술원,36.07760977,126.7695174,충남 서천군 기산면 화산리 169
서천이하복고택,36.08087084,126.7596535,충남 서천군 기산면 신산리 122
서천치유의숲,36.11490891,126.659952,충남 서천군 종천면 종천리 산 1-1
서천향교,36.07991732,126.6968406,충남 서천군 서천읍 군사리 315
송석항,36.07745767,126.6204967,충남 서천군 마서면 송석리
신성리갈대밭,36.06768812,126.8628986,충남 서천군 한산면 신성리 22-50
영수암(서천),36.09097299,126.6642156,충남 서천군 종천면 장구리
유부도,35.99407534,126.6023052,충남 서천군 장항읍 송림리
이상재선생생가지,36.09984106,126.8061876,충남 서천군 한산면 종지리 263
장항도시탐험역,36.01248125,126.6953154,충남 서천군 장항읍 창선2리 632-26
장항송림산림욕장(장항솔숲),36.02127264,126.6648755,충남 서천군 장항읍 송림리 산 58-48
장항스카이워크(기벌포해전전망대),36.01844184,126.6651803,충남 서천군 장항읍 송림리 산 58-48
장항항,36.00726016,126.6854326,충남 서천군 장항읍 신창리 421-1
조류생태전시관,36.02280764,126.7426785,충남 서천군 마서면 도삼리 59
천방산,36.13462761,126.7265502,충남 서천군 문산면 신농리 산 53
춘장대해수욕장,36.16335176,126.5227106,충남 서천군 서면 도둔리 산 46-1
한국최초성경전래지기념관,36.131454,126.5004564,충남 서천군 서면 마량리 137
한산모시관,36.08033789,126.7991345,충남 서천군 한산면 지현리 60-1
한산향교,36.08471328,126.7943358,충남 서천군 한산면 지현리 389
홍원항,36.15630367,126.501739,충남 서천군 서면 도둔리
당림미술관,36.74286241,127.0178837,충남 아산시 송악면 외암리 469-29
봉곡사,36.69876612,126.9665885,충남 아산시 송악면 유곡리 595
선장포노을공원,36.78991631,126.859382,충남 아산시 선장면 군덕리 429-14
설화산,36.74056137,127.0293529,충남 아산시 송악면 외암리 산 1-8
세계꽃식물원,36.7497099,126.8605808,충남 아산시 도고면 봉농리 576-1
세심사(아산),36.8421151,126.9267451,충남 아산시 염치읍 산양리 220
신정호관광지,36.76850598,126.9745085,충남 아산시 점양동 34
신정호생활체육공원(신정호공원),36.77152488,126.9800218,충남 아산시 방축동 465
신창향교,36.77993783,126.9317736,충남 아산시 신창면 읍내리 320-3
아산그린타워,36.79867708,126.9788898,충남 아산시 배미동 15-3
